"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3",SUBDIV
"24","07","ATK","181156","","","","","24","07","ATK","181156","","","24","07","13","9","42","AM","09","0","0","0","0","","AUGUSTA","0130.0","26","80","2","1","060","E","351","4","0","2","Y","MAIN TRACK","4","0","1","IDTX","004627","001","N","","","000","","1","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","26290","0","M404","","0","0","0","0","M404","1","4","060","26290","","26C077","0","000000","0","1","1","1","1","01","39","01","39","1","4","","6","","","","204","","2024","0","0","0","0","0","0","KALAMAZOO","077","","","","Y","497","2","Tree Strike: Train 351(13) with E/4627 came to a stop at MP130.5 on Michigan Dot Michigan Line Subdi","vision due to striking a tree. The tree shattered the entire windshield rendering the engine inopera","ble.","","","","","","","","","","","","","0","42.333878","-85.348419","1","1","Q","","","MICHIGAN LINE",
"24","01","UP","0124HL021","","","","","24","01","UP","0124HL021","","","24","01","22","4","40","PM","01","0","0","0","0","","TOPEKA","67.33","20","37","2","2","013","R","ILBG","3","10281","1","Y","MAIN LINE 2","2","94.6","1","DTTB","791024","053","Y","DTTA","721479","058","Y","1","0","2","0","0","0","0","0","0","0","185","0","0","0","0","18","0","0","0","0","73064","487988","E65C","","0","0","0","0","E65C","1","2","013","561052","","20C177","0","000000","0","1","0","1","0","05","55","05","55","1","6","","CL","","","","365","","2024","0","0","0","0","0","0","SHAWNEE","177","","","","N","12139","2","TRAIN ILBG4-19 WAS OPERATING WITH PTC/EMS ENGAGED IN THROTTLE 2 AT 13 MPH, COMING OFF THE TOPEKA SUB","ONTO MAIN TRACK 2 OF THE KANSAS SUB. THEY WERE NOTIFIED BY ANOTHER TRAIN THAT THEY WERE ON THE GROU","ND. THE DERAILMENT INVESTIGATION TEAM FOUND CONDEMNABLE WHEEL (HOLLOW) ON THE DTTX721479. THE CROSS-","FUNCTIONAL TEAM AGREES THAT THIS WAS THE CAUSE OF THE DERAILMENT.","","","","","","","","","","","","0","39.068455","-95.659264","1","1","J","","","KANSAS SUB",
"24","01","UP","0124HL023","24","01","WTA","0124WTA01","24","01","UP","0124HL023","","","24","01","22","11","10","AM","01","0","0","0","0","","WICHITA","242.12","20","32","2","2","000","","","1","0","","","INDUSTRY 777","2","","2","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43420","M599","","0","0","0","0","M599","2","2","004","43420","","20C173","0","000000","0","0","0","0","0","","","","","1","6","","CL","","","","1499","","2024","0","0","0","0","0","0","SEDGWICK","173","","","","","120","","WICHITA TERMINAL TRAIN, WHILE SWITCHING ON DAISY CHAIN, THE REMOTE SWITCHES WERE DIALED UP AND WHILE","TRAVERSING THE B SWITCH, IT LINED UNDERNEATH THE LOCOMOTIVE, CAUSING THE LEAD SET OF TRUCKS TO DERA","IL ON RAILCAR BNSF2798. **WTA EQUIPMENT DAMAGE = $0** THE WTA RAILROAD SWITCH ENGINE WAS OPERATING I","N WHAT IS CALLED THE DAISY CHAIN IN WICHITA PERFORMING SWITCH MOVES. THE DAISY CHAIN IS A SERIES OF","5 RADIO-CONTROLLED SWITCHES .  IN THE UPRR TIMETABLE, THERE IS INSTRUCTIONS ON HOW TO DIAL THE DAISY","CHAIN ROUTES, BUT THIS LINES ALL SWITCHES A-E FOR NORMAL MOVEMENT. THE WTA WILL USE INDIVIDUAL SWIT","CHES TO MAKE MOVES IN AND OUT OF CUSTOMERS. THE KO RAILROAD REQUESTED TO DEPART WICHITA AND ENTER TH","E DAISY CHAIN, WHICH WAS DONE PER THE INSTRUCTIONS IN THE TIMETABLE. THE WTA CREW TOLD THE KO THEY W","ERE OKAY TO ENTER THE DAISY CHAIN BUT STOP SHORT OF THE B SWITCH. THE WTA HAD BEEN MAKING MOVES IN A","ND OUT OF THE B SWITCH. THERE ARE NO BEGIN OR END OS SIGNS ON THE DAISY CHAIN. THE PRESENCE LOOP FOR","THE B SWITCH IS ONLY 10 FEET FROM THE POINT. THE WTA HAD THE B SWITCH LINED FOR REVERSE BUT HAD MAD","E A MOVE THROUGH IT AND WAS JUST OUTSIDE OF THE LOOP. AFTER THE KO GOT INSTRUCTIONS TO LINE THE ROUT","E AND STOP SHORT OF THE B SWITCH, THE DIALED THE ROUTE THAT IS LISTED IN THE TIMETABLE. IT TAKES 10","SECONDS FROM DIALING THE DAISY CHAIN UNTIL THE B SWITCH WOULD LINE. THE WTA, WHO HAD GONE JUST OUTSI","DE OF THE LOOP IN FRONT OF THE B SWITCH STARTED MOVEMENT OVER THE REVERSE LINED B SWITCH WHICH THEY","","37.720505","-97.330386","2","5","L","","","LOST SPRINGS SUB",
"24","02","KAW","240201004","","","","","24","02","KAW","240201004","","","24","02","01","2","35","PM","01","1","0","0","0","","KANSAS CITY","0","20","50","2","1","003","R","KCTL","3","4789","7","Y","MAIN 2","1","","2","AOKX","043852","017","N","","","000","","2","0","0","0","0","0","0","0","0","0","31","0","20","0","0","0","0","3","0","0","17171","9600","H993","T310","0","0","0","0","H993","2","1","003","86771","","20C209","0","000000","0","1","0","1","1","06","35","06","35","1","6","","3","","","","899","","2024","0","0","0","0","0","0","WYANDOTTE","209","","","","N","4789","1","AT APPROXIMATELY 1435 ON FEBRUARY 1ST 2024, THE KCTLY 112 WAS IN THE PROCESS OF BUILDING OUTBOUNDS W","HEN THEY EXPERIENCED A 3 CAR DERAILMENT. AS A RESULT OF THE DERAILMENT, A ROADWAY MAINTENANCE MACHIN","E (TAMPER) WAS STRUCK BY ONE OF THE DERAILED CARS. RJ CORMAN WAS CALLED IN TO ASSIST WITH THE RE-RAI","LING EFFORTS. NO HAZMAT, NO INJURIES. IT WAS DETERMINED DURING THE INVESTIGATION THAT RMM HAD JUST T","AMPED THROUGH THE MAIN 1 AND MAIN 2 CROSSOVER SWITCH WITHIN A COUPLE HOURS OF THE INCIDENT. AS THE T","AMPER WAS TAMPING THROUGH THE SWITCH, THE CONNECTING ROD UNATTACHED FROM THE BOTTOM SWITCH STAND GIV","ING THE SWITCH POINTS THE OPPORTUNITY TO MOVE FREELY. THIS CAUSED THE AOKX 43852 TO TRAVERSE DOWN TH","E INCORRECT TRACK AND ULTIMATELY DERAILING THE AOKX 43852, ITFX 2050 AND  ITFX 2184. THE HEAD 17 CAR","S WERE GOING DOWN MAIN 2, WHILE THE REMAINDER ENDED UP TRAVERSING DOWN MAIN 1, STRIKING THE TAMPER.","","","","","","","0","39.078648","-94.626009","2","5","K","","","SYSTEM",
"24","01","UP","0124HL037","","","","","24","01","UP","0124HL037","","","24","01","30","2","52","AM","01","0","0","0","0","","KANSAS CITY","1.9","20","44","4","2","004","R","2CBT","3","19162","1","Y","YARD 111","1","","2","WFRX","969687","107","Y","","","000","","1","0","0","0","1","0","0","0","0","0","134","0","0","0","0","8","0","0","0","0","5615","65589","T221","","0","0","0","0","T221","2","1","004","71204","","20C209","0","000000","0","1","0","1","0","07","22","07","22","1","6","","CL","","","","261","","2024","0","0","0","0","0","0","WYANDOTTE","209","","","","N","7334","2","TRAIN 2CBTLC-28 WAS TRAVERSING NORTHEAST ON THE ELEVATOR LEAD ON CURVED RAIL IN ARMSTRONG YARD WHEN","TRAIN WENT INTO EMERGENCY. CONDUCTOR WALKED BACK AND FOUND THAT 7 CARS HAD DERAILED. UPON INVESTIGAT","ION, IT WAS DETERMINED THAT THE CAUSE WAS DUE TO BROKEN RAIL.","","","","","","","","","","","","","0","39.095303","-94.614152","2","5","L","","","K.C. METRO (KANSAS)",
"24","01","UP","0124HL002","","","","","24","01","UP","0124HL002","","","24","01","07","11","49","AM","01","0","0","0","0","","TOPEKA","69.25","20","34","2","1","006","R","YTP0","4","6159","7","Y","YARD 004","1","","2","TGSX","003024","014","Y","","","000","","2","0","0","0","0","0","0","0","0","0","43","0","12","0","0","2","0","4","0","0","87047","58380","H503","H504","0","0","0","0","H503","2","1","006","145427","","20C177","0","000000","0","2","0","0","0","03","49","","","1","6","","CL","","","","535","","2024","0","0","0","0","0","0","SHAWNEE","177","00","00","","N","3003","2","TRAIN YTP01R-07 COVERED BY TR01 SWING SHIFT WAS SHOVING 38 CARS ON TOP OF 17 CARS IN 4 TRACK FROM TH","E EAST END OF THE TIE YARD. THE CONSIST CONTAINED EMPTY AUTORACK CARS ON THE EAST END CLOSEST TO THE","RCL LOCOMOTIVE AND LOADED CARS OF CEMENT ON THE WEST END. WHILE SHOVING, THE RCO OPERATOR MOVED THE","SELECTOR LEVER TO COAST FOR 2 SECONDS AND THEN IMMEDIATELY MOVED THE SELECTOR LEVER TO 7. THIS RESU","LTED IN EXCESSIVE BUFF FORCES BETWEEN THE EMPTY AUTO RACKS AND THE LOADED CEMENT CARS CAUSING A WHEE","L LIFT THAT RESULTED IN DERAILMENT.","","","","","","","","","","1","39.074812","-95.690372","2","5","K","","","KANSAS SUB",
"24","01","UP","0124HL012","","","","","24","01","UP","0124HL012","","","24","01","15","10","0","AM","11","0","0","0","0","","PARSONS","386.0","20","20","2","2","000","E","","","143","5","N","INDUSTRY 834","1","","2","OGEX","121533","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","64835","0","M406","","0","0","0","0","M406","2","1","000","64835","","20C099","0","000000","0","0","0","0","0","","","","","1","6","","CL","","","","167","","2024","0","0","0","0","0","0","LABETTE","099","","","","N","53","0","LOADED COAL CAR OGEX121533 HAD TO BE DUMPED AND SPREAD DUE TO SMOLDERING OF CARS PRODUCT. RAILCAR WA","S DAMAGED DURING DUMPING OPERATIONS. NO DERAILMENT OR TRACK DAMAGE.","","","","","","","","","","","","","","0","37.346407","-95.269946","2","5","L","","","CHEROKEE SUB",
"24","10","ISRR","ISR971224D","","","","","24","10","ISRR","ISR971224D","","","24","10","13","3","30","PM","01","0","0","0","0","","LYNNVILLE","6.1","18","75","2","1","005","R","KU","1","14200","1","Y","PEABODY LOADOUT TRAC","1","","4","JAIX","800238","047","Y","","","000","","3","0","0","0","0","0","0","0","0","0","95","0","0","0","0","8","0","0","0","0","108000","27900","H704","H702","0","0","0","0","H704","4","1","005","135900","","18C173","0","000000","0","1","0","1","0","08","30","08","30","1","4","","3","","","","368","","2024","0","0","0","0","0","0","WARRICK","173","","","","N","5354","1","CREW RAN THROUGH THE SOUTH END LYNNVILLE SWITCH DURING LOADING OF THE TRAIN AND WHEN THEY MOVED BACK","TO RUN AROUND THEIR TRAIN, THEY DERAILED CARS 40-47 OF THEIR TRAIN. CONDUCTOR WAS IN A VEHICLE AT T","HE REAR OF THE TRAIN AT THE TIME OF THE EVENT. THE ENGINEER WAS TO PROTECT THE SHOVE MOVE OVER THE S","WITCH. NO D&A TESTING WAS PERFORMED AS NO COLLECTORS WERE AVAILABLE.","","","","","","","","","","","","0","38.179541","-87.315497","2","5","","","","LYNNVILLE",
"24","10","CSX","000221351","","","","","24","10","CSX","000221351","","","24","10","26","7","0","PM","13","0","0","0","0","","EVANSVILLE","0323.0","18","75","2","1","004","E","M498","1","1644","1","Y","N14","1","0000.0","2","BNGX","020281","044","N","","","000","","2","0","0","0","0","0","0","0","0","0","2","0","43","0","0","0","0","2","0","0","22105","0","H702","","0","0","0","0","H702","2","1","004","23880","","18C163","0","000000","0","1","0","1","0","11","30","11","30","3","4","","1","","","","462","","2024","0","0","0","0","0","0","VANDERBURGH","163","01","00","","N","2658","1","M49826 WAS MAKING A 45 CAR PICK UP OUT OF N14 WHEN THEY EXPERIENCED AN EMERGENCY.  UPON INVESTIGATIO","N, THE REAR TWO CARS IN N14 DERAILED, BNGX 20281 `A` END ALL WHEELS AND CSXT 250663, ALL WHEELS. THE","DERAILMENT IN N14 ALSO CAUSED A RAKING COLLISION WITH CGRX 579209, DERAILING `A` END ALL WHEELS IN","N15. CAMERA FOOTAGE SHOWS THAT A MECHANICAL EMPLOYEE LINED THE N14/N15 SWITCH UNDER STANDING EQUIPME","NT, BNGX 20281, PRIOR TO THE M49826 MAKING THEIR PULLING MOVE.","","","","","","","","","","","0","37.962312","-87.609227","2","5","","","","EVANSVILLE TERMINAL",
"24","03","KRR","KRR747124D","","","","","24","03","KRR","KRR747124D","","","24","03","22","2","30","PM","01","0","0","0","0","","ASHDOWN","773","05","60","2","1","004","E","AS10","2","4247","1","Y","WYE","X","","2","NW","190692","011","Y","","","000","","3","0","0","0","0","0","0","0","0","0","18","0","46","0","0","4","0","4","0","0","31000","25000","T110","","0","0","0","0","T110","2","X","004","56000","","05C081","0","000000","0","1","0","1","1","07","30","07","30","1","5","","Cl","","","","96","","2024","0","0","0","0","0","0","LITTLE RIVER","081","","","","N","3326","3","A TRAIN CREW WHILE SHOVING 64 (18X46) CARS IN THE ASHDOWN WYE, 8 CARS DERAILED DUE TO WIDE GAGE.","","","","","","","","","","","","","","","0","33.674966","-94.143854","2","5","L","","","ASHDOWN",
"24","03","KRR","KRR721224D","","","","","24","03","KRR","KRR721224D","","","24","03","01","3","0","AM","01","0","0","0","0","","ASHDOWN","781","05","60","4","1","009","R","AS30","4","4904","1","Y","SINGLE MAIN TRACK","1","0.58","1","CNW","135885","018","Y","","","000","","2","0","0","0","0","0","0","0","0","0","30","0","21","0","0","5","0","0","0","0","37410","25000","T220","","0","0","0","0","T220","1","1","009","62410","","05C081","0","000000","0","1","0","1","0","08","","08","","1","5","","Cl","","","","470","","2024","0","0","0","0","0","0","LITTLE RIVER","081","","","","N","3063","2","A TRAIN CREW TRAVELING WESTBOUND ON THE MAIN TRACK ON THE HOPE SUBDIVISION HAD THEIR 51-CAR TRAIN GO","INTO UNDESIRED EMERGENCY. DURING AN INSPECTION OF THE TRAIN THE CREW DISCOVERED A TOTAL OF FIVE (5)","CARS DERAILED, WITH FOUR (4) ON THEIR SIDE AND ONE (1) UPRIGHT. THE CAUSE OF THE DERAILMENT WAS DUE","TO BROKEN RAIL. THE DERAILED CARS SPILLED APPROXIMATELY 200 TONS OF COAL. AN ENVIRONMENTAL CONTRACT","OR HAS BEEN CONTACTED FOR THE CLEANUP AND THE CARS HAVE BEEN RERAILED.","","","","","","","","","","","0","33.653358","-93.998645","2","2","N","P","","HOPE",
"24","03","KRR","KRR745824O","24","03","UP","0324MA025","24","03","KRR","KRR745824O","","","24","03","25","3","45","AM","01","0","0","0","0","","HOPE","805","05","60","4","1","000","","","3","0","","","CONNECTION","X","","2","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82065","T111","E64C","0","0","0","0","T111","2","1","006","110492","","05C057","0","000000","0","0","0","0","0","","","","","1","5","","Cl","","","","464","","2024","0","0","0","0","0","0","HEMPSTEAD","057","","","","","","","A UNION PACIFIC TRAIN CREW WAS PULLING A LOADED GRAIN TRAIN OFF OF THEIR MAINTAINED TRACK ONTO THE K","RR FOR INTERCHANGE. THE UP TRAIN DERAILED EIGHT (8) CARS ON THEIR MAINTAINED TRACK AND CONTINUED TO","PULL THE EIGHT (8) DERAILED CARS ONTO KRR MAINTAINED TRACK CAUSING DAMAGE TO KRR PROPERTY. THE INVES","TIGATION REVEALED THE POINT OF DERAILMENT (POD) WAS PRIOR TO THE DERAIL PROTECTING THE UP MAIN ON UP","MAINTAINED TRACK. 
   UP EQUIPMENT=$28,427
   UP TRACK=$2,920","","","","","","","","","","","","33.668801","-93.5936","2","5","L","","","HOPE",
"24","05","UP","0524MA037","","","","","24","05","UP","0524MA037","","","24","05","25","3","15","PM","01","0","0","0","0","","EMMET","450.25","05","87","2","1","055","R","MBZA","1","13023","1","Y","SINGLE MAIN TRACK","5","62.3","1","LRS","130069","033","Y","","","000","","3","0","0","1","0","0","0","0","0","0","128","0","0","0","0","49","0","0","0","0","6031155","3259113","T204","","0","0","0","0","T204","1","5","055","9290268","","05C099","0","000000","0","1","0","1","0","05","45","05","45","1","5","","CL","","","","137","","2024","0","0","0","0","0","0","NEVADA","099","00","00","","N","10226","2","TRAIN MBZAS-23 DERAILED 49 CARS ON MAIN TRACK DUE TO A BROKEN FIELD WELD IN EMMET WHILE MOVING NORTH","BOUND ON THE LITTLE ROCK SUBDIVISION.","","","","","","","","","","","","","","0","33.72179","-93.481927","1","1","Q","","","LITTLE ROCK SUB",
"24","01","UP","0124MA037","","","","","24","01","UP","0124MA037","","","24","01","30","4","17","PM","12","0","0","0","0","","PINE BLUFF","264.0","05","74","2","2","010","E","YPB0","2","139","7","Y","YARD 008","1","","2","CRDX","013222","002","Y","","","000","","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","33754","0","S016","","0","0","0","0","S016","2","1","010","33754","","05C069","0","000000","0","1","0","0","0","08","47","","","3","5","","CL","","","","180","","2024","0","0","0","0","0","0","JEFFERSON","069","","","","N","58","1","DURING NORMAL HUMPING OPERATIONS, THE NEXUS SYSTEM ALLOWED THIS CAR CRDX13222 TO HUMP OVERSPEED, DAM","AGING IT IN BOWL 8 WHEN IT COUPLED TO CIGX800551. NO DERAILMENT OR TRACK DAMAGE.","","","","","","","","","","","","","","0","34.244207","-91.94644","2","5","L","","","PINE BLUFF SUB",
"24","07","BNSF","HL0724113","","","","","24","07","BNSF","HL0724113","","","24","07","14","1","40","AM","01","1","0","0","0","","BLYTHEVILLE","241.7","05","78","4","1","006","E","RHLA","3","10008","1","Y","3960","1","0","2","BNSF","001640","001","","","","000","","2","0","0","0","0","0","0","0","0","0","66","0","53","0","0","3","0","0","0","0","621","48190","H607","H702","0","0","0","0","H607","2","1","006","48811","","05C093","0","000000","0","1","0","1","1","09","40","09","40","1","5","","1","","","","260","","2024","0","0","0","0","0","0","MISSISSIPPI","093","","","","N","7165","3","R-HLA4191-13I WAS PULLING IN YARD TRACK AND RAN THROUGH LEAD SWITCH AND DERAILED 3 RAILCARS DUE TO F","AILURE TO COMPLY WITH RESTRICTED SPEED OR ITS EQUIVALENT NOT IN CONNECTION WITH A BLOCK OR INTERLOCK","ING SIGNAL AND  SWITCH IMPROPERLY LINED. NO HAZMAT RELEASED.","","","","","","","","","","","","","0","35.920953","-89.826799","2","5","K","","","RIVER",
"24","05","UP","0524MA036","","","","","24","05","UP","0524MA036","","","24","05","26","2","5","PM","01","0","0","0","0","","NORTH LITTLE ROCK","341.18","05","88","2","1","007","E","YNL1","1","160","7","Y","YARD 048","1","","2","UP","094866","003","N","","","000","","2","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","1","0","0","18613","10061","M410","","0","0","0","0","M410","2","1","007","28674","","05C119","0","000000","0","2","0","0","0","06","10","","","1","5","","CL","","","","146","","2024","0","0","0","0","0","0","PULASKI","119","","","","N","117","2","YNL10R-26, WHILE DRAGGING OUT OF BOWL 48, TWO CARS DERAILED DUE TO HOPPER DOOR FALLING OUT OF THE UP","94866 AND OBSTRUCTING THE FLANGE OF THE WHEEL.","","","","","","","","","","","","","","3","34.77566","-92.220332","2","5","L","","","HOXIE SUB",
"24","09","UP","0924MA038","","","","","24","09","UP","0924MA038","","","24","09","27","3","33","AM","12","2","2","0","0","","GURDON","427.4","05","57","4","1","007","R","MNLH","1","3380","1","Y","YARD 041","1","","2","UTLX","645029","041","Y","","","000","","2","0","0","0","0","0","0","0","0","0","22","0","18","0","0","0","0","2","0","0","14927","15216","H307","","0","0","0","0","H307","2","1","007","30519","","05C019","0","000000","0","1","0","1","1","06","48","06","48","1","5","","CL","","","","212","","2024","0","0","0","0","0","0","CLARK","019","00","00","","N","2338","3","BRAKEMAN ON TRAIN MNLHP-26 WAS RIDING THE SHOVE INTO TRACK 41 WHEN HE SHOVED THE TRAIN THROUGH THE T","RACK AND SIDESWIPED CARS IN THE ADJACENT TRACK (TRACK 40). THIS CAUSED TWO CARS TO DERAIL AND DAMAGE","D FOUR CARS.","","","","","","","","","","","","","0","33.90827","-93.16428","2","5","L","","","LITTLE ROCK SUB",
"24","10","BNSF","HL1024103","","","","","24","10","XASI","INDUSTRY","","","24","10","04","3","8","PM","01","0","0","0","0","","BLACK ROCK","385.1","05","75","2","1","005","E","USLO","1","14166","1","Y","8522","1","0","4","HWCX","008111","023","Y","","","000","","2","0","0","0","2","0","0","0","0","0","100","0","0","0","0","5","0","0","0","0","95840","100876","H704","","0","0","0","0","H704","4","1","005","196716","","05C075","0","000000","0","1","0","1","1","04","39","04","39","1","5","","1","","","","205","","2024","0","0","0","0","0","0","LAWRENCE","075","","","","N","4192","3","U-SLOHGP0-06T PULLED FORWARD OVER PREVIOUSLY RUN THROUGH SWITCH ON INDUSTRY TRACK AND DERAILED 5 RAI","LCARS. FIELD LEADERSHIP IS UNABLE TO DETERMINE WHO RAN THROUGH THE SWITCH ORIGINALLY. NO HAZMAT RELE","ASED.","","","","","","","","","","","","","0","36.156367","-91.126202","2","5","K","","","THAYER SOUTH",
"24","07","UP","0724MA003","","","","","24","07","UP","0724MA003","","426312M","24","07","02","11","30","PM","07","1","0","0","0","","FULTON","466.02","05","79","4","2","059","E","ZMQG","3","5000","1","Y","SINGLE MAIN TRACK","4","57.5","1","UP","005970","001","N","","","000","","2","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","0","0","0","0","19338","0","M302","","1","0","1","0","M302","1","4","059","19338","","05C057","0","000000","1","1","0","1","0","03","45","03","45","1","5","","CL","","","","102","","2024","0","0","0","0","1","0","HEMPSTEAD","057","","","","N","6879","2","TRAIN ZLAMN-30 STRUCK A TRUCK-TRAILER AT THE ROAD CROSSING, RESULTING IN A FATAL INJURY TO THE DRIVE","R.","","","","","","","","","","","","","","0","33.625758","-93.725129","1","1","Q","","","LITTLE ROCK SUB",
"24","11","UP","1124MA019","","","","","24","11","UP","1124MA019","","","24","11","13","10","15","PM","01","64","2","0","0","","NORTH LITTLE ROCK","343.29","05","59","4","2","010","E","MNLH","2","11848","1","Y","BACK LEAD 200","1","","2","GTW","187546","145","Y","","","000","","3","0","1","0","0","0","0","0","0","0","57","0","122","0","0","2","0","4","0","0","85992","68561","T207","","0","0","0","0","T207","2","1","010","154553","","05C119","0","000000","0","1","0","0","1","03","03","","","1","5","","CL","","","","152","","2024","0","0","0","0","0","0","PULASKI","119","","","","N","11595","2","WHILE DEPARTING OUT BACK LEAD SOUTHWARD, THE MNLHO-13 HAD THE RAIL BRAKE UNDER GTW187546 SUBSEQUENTL","Y DERAILING IT ALONG WITH THE NEXT 5 CARS BEHIND IT.","","","","","","","","","","","","","","0","34.76492","-92.254198","2","5","L","","","HOXIE SUB",
"24","10","NICD","N2490026","","","","","24","10","NICD","N2490026","","","24","10","10","9","44","AM","13","0","0","0","0","","SOUTH BEND","5.6","18","70","2","1","005","E","","4","0","A","Y","MAIN","4",".048","1","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42000","H993","","0","0","0","0","H993","1","4","005","42000","","18C141","0","000000","0","2","0","0","0","03","14","","","1","4","","No","","","","644","","2024","0","0","0","0","0","0","ST JOSEPH","141","00","00","","","","","AN EMPLOYEE LEARNING TO OPERATE A BALLAST REGULATOR UNDER THE SUPERVISION OF A TRAINER, WORKING BETW","EEN PINE ROAD AND COUNTRY CLUB ROAD.  THE TRAINEE WAS OPERATING THE BALLAST REGULATOR ON THE SOUTH S","IDE OF THE TRACKS.  THE TRAINEE HAD BEEN INSTRUCTED TO OPERATE THE MACHINE IN `TRAVEL MODE`, WHICH D","OESN'T ENGAGE BRAKES AUTOMATICALLY WHEN PLACED IN NEUTRAL, EXPLAINING WHY THE MACHINE DID NOT STOP A","NTICIPATED.  THE TRAINEE ATTEMPTED TO RAISE THE MACHINE'S WING, PUT THE MACHINE IN NEUTRAL, BUT IT D","ID NOT STOP AS EXPECTED.  PANICKING, THE TRAINEE CONTINUED TO TRY LIFTING THE WING QUICKLY, WHICH UL","TIMATELY LED TO THE MACHINE STRIKING A POLE.","","","","","","","","","0","0","0","1","N","","","","SYSTEM",
"24","11","UP","1124MA026","","","","","24","11","UP","1124MA026","","","24","11","18","10","35","PM","01","1","1","0","0","","PINE BLUFF","263.76","05","61","4","4","007","E","YPB2","2","696","7","Y","YARD 030","1","","2","SPMX","009678","009","Y","","","000","","2","0","0","0","0","0","0","0","0","0","2","0","11","0","0","2","0","8","0","0","394705","20322","T111","","0","0","0","0","T111","2","1","007","415027","","05C069","0","000000","0","2","0","0","0","07","35","","","1","5","","CL","","","","439","","2024","0","0","0","0","0","0","JEFFERSON","069","00","00","","N","961","2","THE YPB21R-18 WAS WORKING IN TRACK 33. THEY SET OUT 3 CARS TO TRACK 31 THEN WENT BACK TO 33 TO SET P","OSTS CARS. AFTER SETTING POST CARS YPB21R, THEY BEGAN DRAGGING OUT OF TRACK 33 WITH 13 CARS WHEN THE","9TH CAR (SPMX009678) DERAILED ON THE 33/32 TRACKAT 7 MPH, CAUSING 9 OTHER CARS TO DERAIL AND TURNIN","G OVER ALL CARS ON THEIR SIDE. AFTER INVESTIGATING, IT WAS FOUND THAT THE 33/32 TRACK GOING INTO THE","30-LEAD HAD WIDE GAUGE OF 58.5 INCHES.","","","","","","","","","","","3","34.246387","-91.942875","2","5","K","","","PINE BLUFF SUB",
"24","10","UP","1024MA007","","","","","24","10","UP","1024MA007","","","24","10","04","7","16","PM","01","39","1","0","0","","BENTON","370.25","05","78","3","1","008","E","MSPA","1","20389","1","Y","MAIN LINE 1","4","4.9","1","CCBX","007048","055","Y","","","000","","2","2","0","0","0","0","0","0","0","0","158","0","17","0","0","1","0","0","0","0","12612","701617","H999","","0","0","0","0","H999","1","4","008","714229","","05C125","0","000000","0","1","0","1","0","10","31","10","31","1","5","","CL","","","","179","","2024","0","0","0","0","0","0","SALINE","125","00","00","","N","11953","2","MSPAS-03, AFTER RECEIVING AN ALERT FOR A HOT BEARING, THE CREW WAS PULLING AHEAD TO SET OUT THE BAD","ORDER CAR WHEN ONE SET OF TRUCKS DERAILED AND WAS PULLED APPROXIMATELY 4 MILES.","","","","","","","","","","","","","","0","34.541415","-92.605013","1","1","Q","","","LITTLE ROCK SUB",
